Employee_ID,Rank,Name,Branch,Pool,Entry_type,8_yr_avg_eval,Appointment_history,Training_history,Promotion_history,promotion_status,DOB,current_appointment,appointed_since
201347,Commander,Sel Tyre,Science,Deep Space,Graduate,74.32,"Instructor - Starfleet Science Academy (16 SEP 2010 - 16 SEP 2015), Instructor - Starfleet Engineering Academy (16 SEP 2015 - 16 SEP 2019), Training Officer - Enlisted Technical School / Post 8 (16 SEP 2020 -  )","Masters in Applied Sciences (16 SEP 2005 - 16 SEP 2007), PhD in Advanced Starfleet Sciences (16 SEP 2007 - 16 SEP 2010), Staff Course (Command and Staff College) (16 SEP 2019 - 16 AUG 2020)","Lieutenant (jg)(16 SEP 2005 - 16 SEP 2010), Lieutenant(16 SEP 2010 - 16 SEP 2015), Lieutenant Commander(16 SEP 2015 - 16 SEP 2020), Commander(16 SEP 2020 -  )",0,08/11/1933,Training Officer - Enlisted Technical School / Post 8,16-Sep-20
201348,Commander,Lara Lor,Engineering,Near Earth,Cadet,77.89,"Div Officer CS Nova (23 NOV 2006 - 23 MAY 2011), Asst Manager Systems Maintenance Group Sigma (23 MAY 2011 - 23 MAY 2014), Head of Deptt SS Titan (23 AUG 2016 - 23 MAY 2020), Training Officer - Fleet Technical Training Center / Post 7 (23 MAY 2021 -  )","Engineering Specialization Course (23 MAY 2006 - 23 NOV 2006), Masters in Starship Engineering (23 MAY 2014 - 23 MAY 2016), Head of Department Refresher Course (23 MAY 2016 - 23 AUG 2016), Staff Course (Command and Staff College) (23 MAY 2020 - 23 APR 2021)","Lieutenant (jg)(23 MAY 2006 - 23 MAY 2011), Lieutenant(23 MAY 2011 - 23 MAY 2016), Lieutenant Commander(23 MAY 2016 - 23 MAY 2021), Commander(23 MAY 2021 -  )",1,03/12/1907,Training Officer - Fleet Technical Training Center / Post 7,23-May-21
201349,Commander,Tuvok Zal,Engineering,Galactic,Cadet,71.85,"Div Officer ISS Atlantis (01 DEC 2007 - 01 JUN 2012), Instructor - Starfleet Hull School (01 JUN 2012 - 01 JUN 2015), Head of Deptt USS Dauntless (01 SEP 2017 - 01 JUN 2021), Dy Director R&D - Propulsion Systems / Post 9 (01 JUN 2022 -  )","Engineering Specialization Course (01 JUN 2007 - 01 DEC 2007), Masters in Starship Engineering (01 JUN 2015 - 01 JUN 2017), Head of Department Refresher Course (01 JUN 2017 - 01 SEP 2017), Staff Course (Command and Staff College) (01 JUN 2021 - 01 MAY 2022)","Lieutenant (jg)(01 JUN 2007 - 01 JUN 2012), Lieutenant(01 JUN 2012 - 01 JUN 2017), Lieutenant Commander(01 JUN 2017 - 01 JUN 2022), Commander(01 JUN 2022 -  )",0,15/06/1926,Dy Director R&D - Propulsion Systems / Post 9,01-Jun-22
201350,Commander,Korr Pax,Engineering,Near Earth,Cadet,76.24,"Div Officer CS Genesis (02 NOV 2003 - 02 MAY 2008), Instructor - Systems Design College (02 MAY 2008 - 02 MAY 2011), Head of Deptt SS Meridian (02 AUG 2013 - 02 MAY 2017), Manager Hull Repair Yard Beta / Post 10 (02 MAY 2018 -  )","Engineering Specialization Course (02 MAY 2003 - 02 NOV 2003), Masters in Starship Engineering (02 MAY 2011 - 02 MAY 2013), Head of Department Refresher Course (02 MAY 2013 - 02 AUG 2013), Staff Course (Command and Staff College) (02 MAY 2017 - 02 APR 2018)","Lieutenant (jg)(02 MAY 2003 - 02 MAY 2008), Lieutenant(02 MAY 2008 - 02 MAY 2013), Lieutenant Commander(02 MAY 2013 - 02 MAY 2018), Commander(02 MAY 2018 -  )",0,22/03/1928,Manager Hull Repair Yard Beta / Post 10,02-May-18
201351,Commander,Nyota Zal,Science,Near Earth,Cadet,78.34,"Staff Officer R&D - Propulsion Systems (27 SEP 2012 - 27 SEP 2017), Staff Officer R&D - Quantum Computing (27 SEP 2017 - 27 SEP 2021), Training Officer - Enlisted Technical School / Post 9 (27 SEP 2022 -  )","Masters in Applied Sciences (27 SEP 2007 - 27 SEP 2009), PhD in Advanced Starfleet Sciences (27 SEP 2009 - 27 SEP 2012), Staff Course (Command and Staff College) (27 SEP 2021 - 27 AUG 2022)","Lieutenant (jg)(27 SEP 2007 - 27 SEP 2012), Lieutenant(27 SEP 2012 - 27 SEP 2017), Lieutenant Commander(27 SEP 2017 - 27 SEP 2022), Commander(27 SEP 2022 -  )",0,18/10/1933,Training Officer - Enlisted Technical School / Post 9,27-Sep-22
201352,Commander,T'Len Voss,Science,Near Earth,Cadet,77.44,"Instructor - Warp Technology Institute (13 JUN 2008 - 13 JUN 2013), Instructor - Fleet Technical Training Center (13 JUN 2013 - 13 JUN 2017), Dy Director R&D - Deflector Shields / Post 8 (13 JUN 2018 -  )","Masters in Applied Sciences (13 JUN 2003 - 13 JUN 2005), PhD in Advanced Starfleet Sciences (13 JUN 2005 - 13 JUN 2008), Staff Course (Command and Staff College) (13 JUN 2017 - 13 MAY 2018)","Lieutenant (jg)(13 JUN 2003 - 13 JUN 2008), Lieutenant(13 JUN 2008 - 13 JUN 2013), Lieutenant Commander(13 JUN 2013 - 13 JUN 2018), Commander(13 JUN 2018 -  )",0,22/02/1927,Dy Director R&D - Deflector Shields / Post 8,13-Jun-18
201353,Commander,Varis Pax,Engineering,Deep Space,Graduate,76.76,"Div Officer SS Atlantis (08 MAY 2007 - 08 NOV 2011), Dy Manager Hull Repair Yard Beta (08 NOV 2011 - 08 NOV 2014), Head of Deptt ISS Titan (08 FEB 2017 - 08 NOV 2020), Manager Dockyard Complex Two / Post 13 (08 NOV 2021 -  )","Engineering Specialization Course (08 NOV 2006 - 08 MAY 2007), Masters in Starship Engineering (08 NOV 2014 - 08 NOV 2016), Head of Department Refresher Course (08 NOV 2016 - 08 FEB 2017), Staff Course (Command and Staff College) (08 NOV 2020 - 08 OCT 2021)","Lieutenant (jg)(08 NOV 2006 - 08 NOV 2011), Lieutenant(08 NOV 2011 - 08 NOV 2016), Lieutenant Commander(08 NOV 2016 - 08 NOV 2021), Commander(08 NOV 2021 -  )",0,19/02/1927,Manager Dockyard Complex Two / Post 13,08-Nov-21
201354,Commander,Lara Lor,Engineering,Near Earth,Graduate,77.89,"Div Officer ISS Genesis (24 JUN 2006 - 24 DEC 2010), Instructor - Starfleet Science Academy (24 DEC 2010 - 24 DEC 2015), Head of Deptt RS Atlantis (24 MAR 2016 - 24 DEC 2019), Dy Director R&D - Plasma Systems / Post 5 (24 DEC 2020 -  )","Engineering Specialization Course (24 DEC 2005 - 24 JUN 2006), Head of Department Refresher Course (24 DEC 2015 - 24 MAR 2016), Staff Course (Command and Staff College) (24 DEC 2019 - 24 NOV 2020)","Lieutenant (jg)(24 DEC 2005 - 24 DEC 2010), Lieutenant(24 DEC 2010 - 24 DEC 2015), Lieutenant Commander(24 DEC 2015 - 24 DEC 2020), Commander(24 DEC 2020 -  )",0,03/12/1907,Dy Director R&D - Plasma Systems / Post 5,24-Dec-20
201355,Commander,Orin Merrin,Engineering,Near Earth,Cadet,71,"Div Officer USS Orion (17 NOV 2007 - 17 MAY 2012), Instructor - Systems Design College (17 MAY 2012 - 17 MAY 2015), Head of Deptt SS Atlantis (17 AUG 2017 - 17 MAY 2021), Manager Dockyard Complex Two / Post 14 (17 MAY 2022 -  )","Engineering Specialization Course (17 MAY 2007 - 17 NOV 2007), Masters in Starship Engineering (17 MAY 2015 - 17 MAY 2017), Head of Department Refresher Course (17 MAY 2017 - 17 AUG 2017), Staff Course (Command and Staff College) (17 MAY 2021 - 17 APR 2022)","Lieutenant (jg)(17 MAY 2007 - 17 MAY 2012), Lieutenant(17 MAY 2012 - 17 MAY 2017), Lieutenant Commander(17 MAY 2017 - 17 MAY 2022), Commander(17 MAY 2022 -  )",0,01/12/1930,Manager Dockyard Complex Two / Post 14,17-May-22
201356,Commander,Rian Neris,Tactical Systems,Near Earth,Cadet,81.41,"Div Officer SS Pioneer (20 AUG 2004 - 20 FEB 2009), Asst Manager Fleet Maintenance Wing Alpha (20 FEB 2009 - 20 FEB 2014), Head of Deptt SS Atlantis (20 MAY 2014 - 20 FEB 2018), Manager Fleet Maintenance Wing Alpha / Post 11 (20 FEB 2019 -  )","Tactical Systems Specialization Course (20 FEB 2004 - 20 AUG 2004), Head of Department Refresher Course (20 FEB 2014 - 20 MAY 2014), Staff Course (Command and Staff College) (20 FEB 2018 - 20 JAN 2019)","Lieutenant (jg)(20 FEB 2004 - 20 FEB 2009), Lieutenant(20 FEB 2009 - 20 FEB 2014), Lieutenant Commander(20 FEB 2014 - 20 FEB 2019), Commander(20 FEB 2019 -  )",2,14/12/1906,Manager Fleet Maintenance Wing Alpha / Post 11,20-Feb-19
201357,Commander,Ari Korin,Tactical Systems,Near Earth,Graduate,77.73,"Div Officer ISS Prometheus (04 NOV 2004 - 04 MAY 2009), Instructor - Starfleet Hull School (04 MAY 2009 - 04 MAY 2014), Head of Deptt USS Valiant (04 AUG 2014 - 04 MAY 2018), Dy Director SFHQ - Operations Analysis / Post 7 (04 MAY 2019 -  )","Tactical Systems Specialization Course (04 MAY 2004 - 04 NOV 2004), Head of Department Refresher Course (04 MAY 2014 - 04 AUG 2014), Staff Course (Command and Staff College) (04 MAY 2018 - 04 APR 2019)","Lieutenant (jg)(04 MAY 2004 - 04 MAY 2009), Lieutenant(04 MAY 2009 - 04 MAY 2014), Lieutenant Commander(04 MAY 2014 - 04 MAY 2019), Commander(04 MAY 2019 -  )",0,02/03/1928,Dy Director SFHQ - Operations Analysis / Post 7,04-May-19
201358,Commander,Keelan Merrin,Engineering,Near Earth,Cadet,71.8,"Div Officer ISS Pioneer (16 NOV 2005 - 16 MAY 2010), Instructor - Starfleet Hull School (16 MAY 2010 - 16 MAY 2013), Head of Deptt CS Daedalus (16 AUG 2015 - 16 MAY 2019), Manager Planetary Repair Depot One / Post 10 (16 MAY 2020 -  )","Engineering Specialization Course (16 MAY 2005 - 16 NOV 2005), Masters in Starship Engineering (16 MAY 2013 - 16 MAY 2015), Head of Department Refresher Course (16 MAY 2015 - 16 AUG 2015), Staff Course (Command and Staff College) (16 MAY 2019 - 16 APR 2020)","Lieutenant (jg)(16 MAY 2005 - 16 MAY 2010), Lieutenant(16 MAY 2010 - 16 MAY 2015), Lieutenant Commander(16 MAY 2015 - 16 MAY 2020), Commander(16 MAY 2020 -  )",0,15/12/1909,Manager Planetary Repair Depot One / Post 10,16-May-20
201359,Commander,Kara Zal,Tactical Systems,Deep Space,Graduate,77.73,"Div Officer USS Aurora (09 JUN 2007 - 09 DEC 2011), Instructor - Starfleet Science Academy (09 DEC 2011 - 09 DEC 2014), Head of Deptt ISS Atlantis (09 MAR 2017 - 09 DEC 2020), Dy Director R&D - Deflector Shields / Post 9 (09 DEC 2021 -  )","Tactical Systems Specialization Course (09 DEC 2006 - 09 JUN 2007), Masters in Starship Engineering (09 DEC 2014 - 09 DEC 2016), Head of Department Refresher Course (09 DEC 2016 - 09 MAR 2017), Staff Course (Command and Staff College) (09 DEC 2020 - 09 NOV 2021)","Lieutenant (jg)(09 DEC 2006 - 09 DEC 2011), Lieutenant(09 DEC 2011 - 09 DEC 2016), Lieutenant Commander(09 DEC 2016 - 09 DEC 2021), Commander(09 DEC 2021 -  )",0,26/08/1929,Dy Director R&D - Deflector Shields / Post 9,09-Dec-21
201360,Commander,Keelan Vant,Science,Near Earth,Cadet,72.31,"Instructor - Fleet Technical Training Center (12 SEP 2009 - 12 SEP 2014), Training Officer - Fleet Technical Training Center (12 SEP 2014 - 12 SEP 2018), Dy Director R&D - Quantum Computing / Post 3 (12 SEP 2019 -  )","Masters in Applied Sciences (12 SEP 2004 - 12 SEP 2006), PhD in Advanced Starfleet Sciences (12 SEP 2006 - 12 SEP 2009), Staff Course (Command and Staff College) (12 SEP 2018 - 12 AUG 2019)","Lieutenant (jg)(12 SEP 2004 - 12 SEP 2009), Lieutenant(12 SEP 2009 - 12 SEP 2014), Lieutenant Commander(12 SEP 2014 - 12 SEP 2019), Commander(12 SEP 2019 -  )",0,27/01/1932,Dy Director R&D - Quantum Computing / Post 3,12-Sep-19
201361,Commander,Kara Neris,Tactical Systems,Deep Space,Cadet,73.73,"Div Officer ISS Gateway (07 MAY 2004 - 07 NOV 2008), Dy Manager Fleet Maintenance Wing Beta (07 NOV 2008 - 07 NOV 2011), Head of Deptt ISS Titan (07 FEB 2014 - 07 NOV 2017), Manager Systems Maintenance Group Sigma / Post 11 (07 NOV 2018 -  )","Tactical Systems Specialization Course (07 NOV 2003 - 07 MAY 2004), Masters in Starship Engineering (07 NOV 2011 - 07 NOV 2013), Head of Department Refresher Course (07 NOV 2013 - 07 FEB 2014), Staff Course (Command and Staff College) (07 NOV 2017 - 07 OCT 2018)","Lieutenant (jg)(07 NOV 2003 - 07 NOV 2008), Lieutenant(07 NOV 2008 - 07 NOV 2013), Lieutenant Commander(07 NOV 2013 - 07 NOV 2018), Commander(07 NOV 2018 -  )",0,06/07/1933,Manager Systems Maintenance Group Sigma / Post 11,07-Nov-18
201362,Commander,Ari Hoss,Hull Systems,Near Earth,Cadet,77.15,"Instructor - Starfleet Science Academy (05 MAR 2007 - 05 SEP 2011), Staff Officer SFHQ - Strategic Planning (05 SEP 2011 - 05 SEP 2014), Dy Manager Hull Repair Yard Alpha (05 SEP 2016 - 05 SEP 2020), Manager Hull Repair Yard Beta / Post 11 (05 SEP 2021 -  )","Hull Systems Specialization Course (05 SEP 2006 - 05 MAR 2007), Masters in Starship Engineering (05 SEP 2014 - 05 SEP 2016), Staff Course (Command and Staff College) (05 SEP 2020 - 05 AUG 2021)","Lieutenant (jg)(05 SEP 2006 - 05 SEP 2011), Lieutenant(05 SEP 2011 - 05 SEP 2016), Lieutenant Commander(05 SEP 2016 - 05 SEP 2021), Commander(05 SEP 2021 -  )",0,26/12/1908,Manager Hull Repair Yard Beta / Post 11,05-Sep-21
201363,Commander,Torin Dax,Engineering,Deep Space,Cadet,71.49,"Div Officer RS Meridian (12 MAR 2005 - 12 SEP 2009), Dy Manager Systems Maintenance Group Prime (12 SEP 2009 - 12 SEP 2014), Head of Deptt RS Daedalus (12 DEC 2014 - 12 SEP 2018), Manager Planetary Repair Depot One / Post 11 (12 SEP 2019 -  )","Engineering Specialization Course (12 SEP 2004 - 12 MAR 2005), Head of Department Refresher Course (12 SEP 2014 - 12 DEC 2014), Staff Course (Command and Staff College) (12 SEP 2018 - 12 AUG 2019)","Lieutenant (jg)(12 SEP 2004 - 12 SEP 2009), Lieutenant(12 SEP 2009 - 12 SEP 2014), Lieutenant Commander(12 SEP 2014 - 12 SEP 2019), Commander(12 SEP 2019 -  )",0,24/04/1929,Manager Planetary Repair Depot One / Post 11,12-Sep-19
201364,Commander,Zorin Tyre,Science,Near Earth,Cadet,76.69,"Staff Officer R&D - Stealth Systems (24 SEP 2011 - 24 SEP 2016), Training Officer - Warp Technology Institute (24 SEP 2016 - 24 SEP 2020), Training Officer - Starfleet Engineering Academy / Post 7 (24 SEP 2021 -  )","Masters in Applied Sciences (24 SEP 2006 - 24 SEP 2008), PhD in Advanced Starfleet Sciences (24 SEP 2008 - 24 SEP 2011), Staff Course (Command and Staff College) (24 SEP 2020 - 24 AUG 2021)","Lieutenant (jg)(24 SEP 2006 - 24 SEP 2011), Lieutenant(24 SEP 2011 - 24 SEP 2016), Lieutenant Commander(24 SEP 2016 - 24 SEP 2021), Commander(24 SEP 2021 -  )",0,07/12/1931,Training Officer - Starfleet Engineering Academy / Post 7,24-Sep-21
201365,Commander,Varis Bex,Tactical Systems,Near Earth,Graduate,81.75,"Div Officer CS Nova (20 OCT 2005 - 20 APR 2010), Instructor - Enlisted Technical School (20 APR 2010 - 20 APR 2013), Head of Deptt USS Eclipse (20 JUL 2015 - 20 APR 2019), Manager Systems Maintenance Group Sigma / Post 12 (20 APR 2020 -  )","Tactical Systems Specialization Course (20 APR 2005 - 20 OCT 2005), Masters in Starship Engineering (20 APR 2013 - 20 APR 2015), Head of Department Refresher Course (20 APR 2015 - 20 JUL 2015), Staff Course (Command and Staff College) (20 APR 2019 - 20 MAR 2020)","Lieutenant (jg)(20 APR 2005 - 20 APR 2010), Lieutenant(20 APR 2010 - 20 APR 2015), Lieutenant Commander(20 APR 2015 - 20 APR 2020), Commander(20 APR 2020 -  )",0,07/11/1909,Manager Systems Maintenance Group Sigma / Post 12,20-Apr-20
201366,Commander,Jorah Lor,Engineering,Near Earth,Cadet,70,"Div Officer SS Genesis (18 OCT 2007 - 18 APR 2012), Dy Manager Starbase Support Command Gamma (18 APR 2012 - 18 APR 2017), Head of Deptt CS Gateway (18 JUL 2017 - 18 APR 2021), Staff Officer Field HQ - Engineering / Post 25 (18 APR 2022 -  )","Engineering Specialization Course (18 APR 2007 - 18 OCT 2007), Head of Department Refresher Course (18 APR 2017 - 18 JUL 2017), Staff Course (Command and Staff College) (18 APR 2021 - 18 MAR 2022)","Lieutenant (jg)(18 APR 2007 - 18 APR 2012), Lieutenant(18 APR 2012 - 18 APR 2017), Lieutenant Commander(18 APR 2017 - 18 APR 2022), Commander(18 APR 2022 -  )",0,27/09/1927,Staff Officer Field HQ - Engineering / Post 25,18-Apr-22
201367,Commander,Rian Lox,Science,Galactic,Cadet,72.42,"Staff Officer R&D - Stealth Systems (16 APR 2010 - 16 APR 2015), Training Officer - Starfleet Hull School (16 APR 2015 - 16 APR 2019), Dy Director R&D - Structural Materials / Post 3 (16 APR 2020 -  )","Masters in Applied Sciences (16 APR 2005 - 16 APR 2007), PhD in Advanced Starfleet Sciences (16 APR 2007 - 16 APR 2010), Staff Course (Command and Staff College) (16 APR 2019 - 16 MAR 2020)","Lieutenant (jg)(16 APR 2005 - 16 APR 2010), Lieutenant(16 APR 2010 - 16 APR 2015), Lieutenant Commander(16 APR 2015 - 16 APR 2020), Commander(16 APR 2020 -  )",0,02/05/1930,Dy Director R&D - Structural Materials / Post 3,16-Apr-20
201368,Commander,Rysa Tal,Tactical Systems,Near Earth,Graduate,71.64,"Div Officer CS Atlantis (04 APR 2007 - 04 OCT 2011), Instructor - Warp Technology Institute (04 OCT 2011 - 04 OCT 2016), Head of Deptt SS Daedalus (04 JAN 2017 - 04 OCT 2020), Dy Director SFHQ - Resource Management / Post 7 (04 OCT 2021 -  )","Tactical Systems Specialization Course (04 OCT 2006 - 04 APR 2007), Head of Department Refresher Course (04 OCT 2016 - 04 JAN 2017), Staff Course (Command and Staff College) (04 OCT 2020 - 04 SEP 2021)","Lieutenant (jg)(04 OCT 2006 - 04 OCT 2011), Lieutenant(04 OCT 2011 - 04 OCT 2016), Lieutenant Commander(04 OCT 2016 - 04 OCT 2021), Commander(04 OCT 2021 -  )",0,05/10/1907,Dy Director SFHQ - Resource Management / Post 7,04-Oct-21
201369,Commander,Lara Lor,Engineering,Near Earth,Cadet,77.89,"Div Officer ISS Gateway (08 JUL 2007 - 08 JAN 2012), Instructor - Advanced Systems College (08 JAN 2012 - 08 JAN 2017), Head of Deptt CS Prometheus (08 APR 2017 - 08 JAN 2021), Dy Director R&D - Quantum Computing / Post 4 (08 JAN 2022 -  )","Engineering Specialization Course (08 JAN 2007 - 08 JUL 2007), Head of Department Refresher Course (08 JAN 2017 - 08 APR 2017), Staff Course (Command and Staff College) (08 JAN 2021 - 08 DEC 2021)","Lieutenant (jg)(08 JAN 2007 - 08 JAN 2012), Lieutenant(08 JAN 2012 - 08 JAN 2017), Lieutenant Commander(08 JAN 2017 - 08 JAN 2022), Commander(08 JAN 2022 -  )",0,03/12/1907,Dy Director R&D - Quantum Computing / Post 4,08-Jan-22
201370,Commander,Tuvok Orrel,Science,Galactic,Cadet,76.19,"Instructor - Advanced Systems College (09 FEB 2008 - 09 FEB 2013), Staff Officer R&D - Propulsion Systems (09 FEB 2013 - 09 FEB 2017), Manager Systems Maintenance Group Sigma / Post 13 (09 FEB 2018 -  )","Masters in Applied Sciences (09 FEB 2003 - 09 FEB 2005), PhD in Advanced Starfleet Sciences (09 FEB 2005 - 09 FEB 2008), Staff Course (Command and Staff College) (09 FEB 2017 - 09 JAN 2018)","Lieutenant (jg)(09 FEB 2003 - 09 FEB 2008), Lieutenant(09 FEB 2008 - 09 FEB 2013), Lieutenant Commander(09 FEB 2013 - 09 FEB 2018), Commander(09 FEB 2018 -  )",0,28/11/1904,Manager Systems Maintenance Group Sigma / Post 13,09-Feb-18
201371,Commander,Vera Sonar,Engineering,Deep Space,Graduate,74.38,"Div Officer RS Titan (25 MAY 2008 - 25 NOV 2012), Instructor - Starfleet Engineering Academy (25 NOV 2012 - 25 NOV 2015), Head of Deptt USS Resolute (25 FEB 2018 - 25 NOV 2021), Dy Director SFHQ - Strategic Planning / Post 8 (25 NOV 2022 -  )","Engineering Specialization Course (25 NOV 2007 - 25 MAY 2008), Masters in Starship Engineering (25 NOV 2015 - 25 NOV 2017), Head of Department Refresher Course (25 NOV 2017 - 25 FEB 2018), Staff Course (Command and Staff College) (25 NOV 2021 - 25 OCT 2022)","Lieutenant (jg)(25 NOV 2007 - 25 NOV 2012), Lieutenant(25 NOV 2012 - 25 NOV 2017), Lieutenant Commander(25 NOV 2017 - 25 NOV 2022), Commander(25 NOV 2022 -  )",0,20/09/1907,Dy Director SFHQ - Strategic Planning / Post 8,25-Nov-22
201372,Commander,Jarek Quinn,Engineering,Near Earth,Cadet,75.85,"Div Officer RS Meridian (26 JUL 2004 - 26 JAN 2009), Dy Manager Hull Repair Yard Alpha (26 JAN 2009 - 26 JAN 2014), Head of Deptt USS Odyssey (26 APR 2014 - 26 JAN 2018), Manager Fleet Maintenance Wing Beta / Post 13 (26 JAN 2019 -  )","Engineering Specialization Course (26 JAN 2004 - 26 JUL 2004), Head of Department Refresher Course (26 JAN 2014 - 26 APR 2014), Staff Course (Command and Staff College) (26 JAN 2018 - 26 DEC 2018)","Lieutenant (jg)(26 JAN 2004 - 26 JAN 2009), Lieutenant(26 JAN 2009 - 26 JAN 2014), Lieutenant Commander(26 JAN 2014 - 26 JAN 2019), Commander(26 JAN 2019 -  )",0,15/09/1907,Manager Fleet Maintenance Wing Beta / Post 13,26-Jan-19
201373,Commander,Jorah Khan,Engineering,Deep Space,Cadet,76.05,"Div Officer CS Daedalus (01 OCT 2005 - 01 APR 2010), Asst Manager Systems Maintenance Group Sigma (01 APR 2010 - 01 APR 2015), Head of Deptt SS Meridian (01 JUL 2015 - 01 APR 2019), Dy Director R&D - Energy Systems / Post 8 (01 APR 2020 -  )","Engineering Specialization Course (01 APR 2005 - 01 OCT 2005), Head of Department Refresher Course (01 APR 2015 - 01 JUL 2015), Staff Course (Command and Staff College) (01 APR 2019 - 01 MAR 2020)","Lieutenant (jg)(01 APR 2005 - 01 APR 2010), Lieutenant(01 APR 2010 - 01 APR 2015), Lieutenant Commander(01 APR 2015 - 01 APR 2020), Commander(01 APR 2020 -  )",0,21/03/1926,Dy Director R&D - Energy Systems / Post 8,01-Apr-20
201374,Commander,Bren Hoss,Science,Near Earth,Cadet,79.97,"Staff Officer R&D - Hull Integrity (12 DEC 2011 - 12 DEC 2016), Staff Officer R&D - Warp Field Dynamics (12 DEC 2016 - 12 DEC 2020), Training Officer - Advanced Systems College / Post 12 (12 DEC 2021 -  )","Masters in Applied Sciences (12 DEC 2006 - 12 DEC 2008), PhD in Advanced Starfleet Sciences (12 DEC 2008 - 12 DEC 2011), Staff Course (Command and Staff College) (12 DEC 2020 - 12 NOV 2021)","Lieutenant (jg)(12 DEC 2006 - 12 DEC 2011), Lieutenant(12 DEC 2011 - 12 DEC 2016), Lieutenant Commander(12 DEC 2016 - 12 DEC 2021), Commander(12 DEC 2021 -  )",0,16/07/1926,Training Officer - Advanced Systems College / Post 12,12-Dec-21
201375,Lieutenant Commander,Tuvok Tal,Tactical Systems,Deep Space,Direct Enlist,73.95,"Asst Manager Hull Repair Yard Beta (23 OCT 2009 - 23 OCT 2014), Dy Manager Fleet Maintenance Wing Beta (23 OCT 2014 - 23 OCT 2019), Dy Manager Dockyard Complex One / Post 9 (23 OCT 2019 -  )",,"Lieutenant (jg)(23 OCT 2009 - 23 OCT 2014), Lieutenant(23 OCT 2014 - 23 OCT 2019), Lieutenant Commander(23 OCT 2019 -  )",0,27/09/1934,Dy Manager Dockyard Complex One / Post 9,23-Oct-19
201376,Commander,Marek Kell,Tactical Systems,Galactic,Cadet,82.29,"Div Officer CS Titan (11 OCT 2003 - 11 APR 2008), Instructor - Fleet Technical Training Center (11 APR 2008 - 11 APR 2011), Head of Deptt SS Daedalus (11 JUL 2013 - 11 APR 2017), Staff Officer Field HQ - Tactical Systems / Post 30 (11 APR 2018 -  )","Tactical Systems Specialization Course (11 APR 2003 - 11 OCT 2003), Masters in Starship Engineering (11 APR 2011 - 11 APR 2013), Head of Department Refresher Course (11 APR 2013 - 11 JUL 2013), Staff Course (Command and Staff College) (11 APR 2017 - 11 MAR 2018)","Lieutenant (jg)(11 APR 2003 - 11 APR 2008), Lieutenant(11 APR 2008 - 11 APR 2013), Lieutenant Commander(11 APR 2013 - 11 APR 2018), Commander(11 APR 2018 -  )",0,03/04/1907,Staff Officer Field HQ - Tactical Systems / Post 30,11-Apr-18
201377,Commander,Torin Merrin,Science,Galactic,Cadet,75.1,"Staff Officer R&D - Quantum Computing (24 AUG 2010 - 24 AUG 2015), Staff Officer R&D - Tactical AI (24 AUG 2015 - 24 AUG 2019), Manager Fleet Maintenance Wing Beta / Post 14 (24 AUG 2020 -  )","Masters in Applied Sciences (24 AUG 2005 - 24 AUG 2007), PhD in Advanced Starfleet Sciences (24 AUG 2007 - 24 AUG 2010), Staff Course (Command and Staff College) (24 AUG 2019 - 24 JUL 2020)","Lieutenant (jg)(24 AUG 2005 - 24 AUG 2010), Lieutenant(24 AUG 2010 - 24 AUG 2015), Lieutenant Commander(24 AUG 2015 - 24 AUG 2020), Commander(24 AUG 2020 -  )",1,23/08/1926,Manager Fleet Maintenance Wing Beta / Post 14,24-Aug-20
201378,Commander,Bren Lox,Engineering,Near Earth,Graduate,78.87,"Div Officer CS Genesis (20 JAN 2006 - 20 JUL 2010), Instructor - Fleet Technical Training Center (20 JUL 2010 - 20 JUL 2015), Head of Deptt CS Pioneer (20 OCT 2015 - 20 JUL 2019), Staff Officer Field HQ - Engineering / Post 26 (20 JUL 2020 -  )","Engineering Specialization Course (20 JUL 2005 - 20 JAN 2006), Head of Department Refresher Course (20 JUL 2015 - 20 OCT 2015), Staff Course (Command and Staff College) (20 JUL 2019 - 20 JUN 2020)","Lieutenant (jg)(20 JUL 2005 - 20 JUL 2010), Lieutenant(20 JUL 2010 - 20 JUL 2015), Lieutenant Commander(20 JUL 2015 - 20 JUL 2020), Commander(20 JUL 2020 -  )",0,12/12/1908,Staff Officer Field HQ - Engineering / Post 26,20-Jul-20
201379,Commander,Quell Orrel,Tactical Systems,Deep Space,Graduate,79.14,"Div Officer USS Eclipse (12 AUG 2007 - 12 FEB 2012), Staff Officer SFHQ - Fleet Readiness (12 FEB 2012 - 12 FEB 2017), Head of Deptt RS Meridian (12 MAY 2017 - 12 FEB 2021), Training Officer - Starfleet Science Academy / Post 8 (12 FEB 2022 -  )","Tactical Systems Specialization Course (12 FEB 2007 - 12 AUG 2007), Head of Department Refresher Course (12 FEB 2017 - 12 MAY 2017), Staff Course (Command and Staff College) (12 FEB 2021 - 12 JAN 2022)","Lieutenant (jg)(12 FEB 2007 - 12 FEB 2012), Lieutenant(12 FEB 2012 - 12 FEB 2017), Lieutenant Commander(12 FEB 2017 - 12 FEB 2022), Commander(12 FEB 2022 -  )",0,12/10/1909,Training Officer - Starfleet Science Academy / Post 8,12-Feb-22
